,0
2998,1
2999,1
3000,0
3001,1
3002,1
3003,0
3004,1
3005,1
3006,0
3007,0
3008,1
3009,1
3010,0
3011,0
3012,0
3013,1
3014,1
3015,0
3016,1
3017,0
3018,1
3019,1
3020,1
3021,0
3022,1
3023,1
3024,0
3025,1
3026,1
3027,1
3028,0
3029,1
3030,1
3031,1
3032,0
3033,0
3034,1
3035,1
3036,0
3037,0
3038,1
3039,1
3040,1
3041,1
3042,0
3043,1
3044,1
3045,1
3046,0
3047,1
3048,1
3049,0
3050,0
3051,1
3052,0
3053,1
3054,0
3055,1
3056,0
3057,1
3058,0
3059,0
3060,0
3061,1
3062,0
3063,0
3064,1
3065,0
3066,0
3067,0
3068,1
3069,0
3070,1
3071,0
3072,1
3073,1
3074,0
3075,1
3076,1
3077,0
3078,1
3079,1
3080,0
3081,1
3082,0
3083,1
3084,1
3085,1
3086,1
3087,1
3088,1
3089,0
3090,1
3091,1
3092,1
3093,0
3094,0
3095,0
3096,1
3097,1
3098,1
3099,0
3100,0
3101,1
3102,0
3103,0
3104,0
3105,1
3106,1
3107,0
3108,1
3109,0
3110,0
3111,1
3112,1
3113,0
3114,1
3115,0
3116,0
3117,0
3118,0
3119,1
3120,0
3121,0
3122,1
3123,1
3124,1
3125,1
3126,0
3127,0
3128,0
3129,1
3130,0
3131,0
3132,1
3133,1
3134,1
3135,1
3136,1
3137,1
3138,0
3139,0
3140,1
3141,0
3142,1
3143,0
3144,1
3145,1
3146,0
3147,1
3148,0
3149,0
3150,1
3151,1
3152,0
3153,0
3154,1
3155,1
3156,0
3157,0
3158,1
3159,1
3160,0
3161,0
3162,0
3163,1
3164,0
3165,0
3166,1
3167,0
3168,0
3169,1
3170,1
3171,0
3172,0
3173,1
3174,0
3175,0
3176,1
3177,1
3178,1
3179,1
3180,1
3181,0
3182,1
3183,1
3184,1
3185,0
3186,1
3187,0
3188,1
3189,0
3190,1
3191,1
3192,1
3193,0
3194,0
3195,0
3196,0
3197,1
3198,1
3199,0
3200,0
3201,0
3202,0
3203,1
3204,0
3205,1
3206,1
3207,0
3208,1
3209,1
3210,0
3211,0
3212,0
3213,0
3214,0
3215,1
3216,0
3217,0
3218,1
3219,1
3220,1
3221,0
3222,0
3223,1
3224,1
3225,0
3226,1
3227,0
3228,0
3229,1
3230,0
3231,0
3232,1
3233,1
3234,1
3235,1
3236,0
3237,0
3238,1
3239,0
3240,1
3241,1
3242,1
3243,0
3244,1
3245,1
3246,0
3247,0
3248,1
3249,0
3250,0
3251,0
3252,0
3253,0
3254,0
3255,1
3256,0
3257,1
3258,1
3259,1
3260,1
3261,1
3262,1
3263,0
3264,1
3265,1
3266,0
3267,0
3268,0
3269,1
3270,1
3271,0
3272,0
3273,0
3274,0
3275,0
3276,0
3277,0
3278,0
3279,0
3280,1
3281,0
3282,1
3283,1
3284,1
3285,1
3286,0
3287,1
3288,1
3289,1
3290,0
3291,1
3292,0
3293,0
3294,1
3295,1
3296,1
3297,1
3298,0
3299,1
3300,1
3301,0
3302,0
3303,0
3304,1
3305,0
3306,0
3307,0
3308,1
3309,0
3310,1
3311,1
3312,1
3313,1
3314,1
3315,0
3316,1
3317,1
3318,0
3319,0
3320,1
3321,1
3322,0
3323,0
3324,0
3325,1
3326,0
3327,0
3328,0
3329,0
3330,1
3331,0
3332,1
3333,0
3334,0
3335,0
3336,1
3337,1
3338,1
3339,0
3340,0
3341,0
3342,1
3343,1
3344,1
3345,1
3346,1
3347,0
3348,1
3349,0
3350,1
3351,1
3352,0
3353,0
3354,0
3355,1
3356,0
3357,0
3358,1
3359,1
3360,0
3361,1
3362,1
3363,1
3364,0
3365,1
3366,0
3367,1
3368,0
3369,0
3370,0
3371,1
3372,0
3373,0
3374,0
3375,1
3376,0
3377,0
3378,1
3379,1
3380,1
3381,1
3382,1
3383,0
3384,1
3385,1
3386,0
3387,0
3388,1
3389,1
3390,1
3391,0
3392,0
3393,0
3394,1
3395,1
3396,1
3397,1
3398,0
3399,0
3400,0
3401,1
3402,0
3403,0
3404,0
3405,1
3406,1
3407,1
3408,0
3409,0
3410,0
3411,0
3412,0
3413,1
3414,1
3415,0
3416,1
3417,1
3418,0
3419,0
3420,1
3421,0
3422,0
3423,1
3424,1
3425,1
3426,0
3427,0
3428,1
3429,1
3430,1
3431,1
3432,1
3433,0
3434,1
3435,1
3436,1
3437,1
3438,1
3439,0
3440,0
3441,1
3442,1
3443,1
3444,0
3445,0
3446,0
3447,0
3448,0
3449,0
3450,1
3451,1
3452,0
3453,1
3454,1
3455,1
3456,0
3457,1
3458,1
3459,1
3460,1
3461,1
3462,0
3463,1
3464,1
3465,0
3466,1
3467,0
3468,0
3469,1
3470,0
3471,1
3472,0
3473,1
3474,0
3475,1
3476,0
3477,0
3478,1
3479,0
3480,0
3481,0
3482,1
3483,0
3484,1
3485,1
3486,0
3487,1
3488,1
3489,1
3490,1
3491,1
3492,1
3493,1
3494,0
3495,1
3496,0
3497,0
3498,1
3499,1
3500,1
3501,1
3502,0
3503,1
3504,1
3505,1
3506,1
3507,0
3508,1
3509,0
3510,1
3511,0
3512,1
3513,0
3514,1
3515,1
3516,0
3517,0
3518,1
3519,1
3520,1
3521,0
3522,1
3523,1
3524,0
3525,1
3526,0
3527,1
3528,0
3529,0
3530,0
3531,0
3532,0
3533,1
3534,1
3535,1
3536,0
3537,1
3538,0
3539,0
3540,0
3541,0
3542,0
3543,0
3544,0
3545,1
3546,1
3547,0
3548,0
3549,0
3550,0
3551,1
3552,1
3553,1
3554,1
3555,1
3556,0
3557,0
3558,0
3559,0
3560,1
3561,1
3562,0
3563,0
3564,0
3565,1
3566,0
3567,1
3568,1
3569,1
3570,0
3571,1
3572,0
3573,0
3574,1
3575,1
3576,0
3577,1
3578,0
3579,0
3580,1
3581,1
3582,1
3583,1
3584,0
3585,1
3586,1
3587,0
3588,0
3589,1
3590,0
3591,1
3592,1
3593,1
3594,0
3595,1
3596,0
3597,0
3598,1
3599,1
3600,0
3601,0
3602,1
3603,1
3604,0
3605,0
3606,1
3607,0
3608,1
3609,1
3610,0
3611,1
3612,0
3613,1
3614,1
3615,0
3616,0
3617,1
3618,0
3619,1
3620,1
3621,0
3622,1
3623,0
3624,1
3625,0
3626,0
3627,1
3628,0
3629,0
3630,1
3631,0
3632,1
3633,1
3634,0
3635,1
3636,0
3637,1
3638,1
3639,0
3640,1
3641,0
3642,0
3643,0
3644,0
3645,1
3646,1
3647,1
3648,1
3649,1
3650,0
3651,0
3652,0
3653,1
3654,0
3655,1
3656,1
3657,0
3658,0
3659,0
3660,0
3661,1
3662,0
3663,0
3664,0
3665,0
3666,0
3667,1
3668,1
3669,1
3670,1
3671,1
3672,1
3673,0
3674,1
3675,1
3676,1
3677,1
3678,1
3679,0
3680,0
3681,1
3682,0
3683,1
3684,1
3685,0
3686,1
3687,1
3688,1
3689,1
3690,1
3691,1
3692,1
3693,0
3694,1
3695,1
3696,1
3697,1
3698,0
3699,0
3700,0
3701,0
3702,1
3703,0
3704,0
3705,0
3706,0
3707,1
3708,1
3709,1
3710,0
3711,1
3712,1
3713,1
3714,0
3715,0
3716,0
3717,1
3718,0
3719,0
3720,1
3721,0
3722,1
3723,1
3724,1
3725,1
3726,0
3727,1
3728,0
3729,0
3730,1
3731,1
3732,0
3733,1
3734,1
3735,0
3736,0
3737,1
3738,1
3739,0
3740,0
3741,1
3742,0
3743,0
3744,1
3745,0
3746,0
3747,1
3748,0
3749,1
3750,0
3751,1
3752,0
3753,0
3754,1
3755,1
3756,0
3757,1
3758,1
3759,1
3760,1
3761,1
3762,0
3763,0
3764,0
3765,0
3766,1
3767,1
3768,1
3769,1
3770,1
3771,1
3772,0
3773,1
3774,1
3775,1
3776,0
3777,1
3778,1
3779,0
3780,1
3781,0
3782,0
3783,1
3784,1
3785,0
3786,0
3787,1
3788,1
3789,1
3790,1
3791,0
3792,0
3793,0
3794,0
3795,1
3796,1
3797,1
3798,0
3799,1
3800,1
3801,1
3802,0
3803,0
3804,0
3805,0
3806,1
3807,1
3808,0
3809,1
3810,0
3811,1
3812,1
3813,1
3814,0
3815,0
3816,0
3817,0
3818,1
3819,0
3820,1
3821,1
3822,0
3823,0
3824,1
3825,0
3826,0
3827,0
3828,1
3829,1
3830,1
3831,0
3832,1
3833,1
3834,0
3835,0
3836,0
3837,1
3838,0
3839,0
3840,1
3841,1
3842,1
3843,1
3844,0
3845,1
3846,1
3847,0
3848,1
3849,1
3850,0
3851,1
3852,1
3853,1
3854,1
3855,1
3856,1
3857,1
3858,0
3859,1
3860,1
3861,0
3862,1
3863,0
3864,0
3865,1
3866,0
3867,0
3868,0
3869,0
3870,0
3871,1
3872,0
3873,1
3874,1
3875,1
3876,1
3877,1
3878,1
3879,1
3880,0
3881,0
3882,1
3883,1
3884,1
3885,0
3886,1
3887,1
3888,0
3889,1
3890,0
3891,0
3892,0
3893,1
3894,1
3895,1
3896,0
3897,0
3898,0
3899,0
3900,1
3901,0
3902,1
3903,1
3904,1
3905,0
3906,0
3907,0
3908,0
3909,0
3910,1
3911,1
3912,1
3913,1
3914,1
3915,1
3916,0
3917,0
3918,0
3919,1
3920,0
3921,1
3922,0
3923,1
3924,1
3925,1
3926,1
3927,0
3928,0
3929,0
3930,1
3931,0
3932,1
3933,1
3934,0
3935,1
3936,0
3937,1
3938,0
3939,1
3940,0
3941,0
3942,1
3943,1
3944,1
3945,0
3946,1
3947,0
3948,0
3949,0
3950,0
3951,0
3952,0
3953,0
3954,0
3955,1
3956,0
3957,1
3958,1
3959,1
3960,0
3961,1
3962,1
3963,1
3964,0
3965,1
3966,1
3967,1
3968,1
3969,0
3970,1
3971,0
3972,1
3973,1
3974,0
3975,1
3976,1
3977,0
3978,0
3979,1
3980,0
3981,1
3982,0
3983,1
3984,0
3985,1
3986,1
3987,0
3988,1
3989,1
3990,1
3991,0
3992,0
3993,0
3994,1
3995,1
3996,0
3997,1
3998,0
3999,0
4000,1
4001,0
4002,1
4003,0
4004,1
4005,0
4006,1
4007,0
4008,1
4009,1
4010,0
4011,1
4012,1
4013,0
4014,0
4015,0
4016,1
4017,1
4018,1
4019,1
4020,1
4021,1
4022,1
4023,1
4024,1
4025,1
4026,1
4027,0
4028,1
4029,1
4030,0
4031,1
4032,0
4033,0
4034,0
4035,1
4036,0
4037,0
4038,1
4039,0
4040,1
4041,1
4042,1
4043,0
4044,0
4045,0
4046,1
4047,1
4048,0
4049,1
4050,1
4051,0
4052,1
4053,0
4054,1
4055,0
4056,0
4057,0
4058,1
4059,1
4060,1
4061,1
4062,1
4063,0
4064,0
4065,0
4066,1
4067,1
4068,0
4069,0
4070,0
4071,0
4072,0
4073,0
4074,0
4075,0
4076,0
4077,1
4078,1
4079,1
4080,1
4081,0
4082,0
4083,1
4084,0
4085,1
4086,1
4087,0
4088,1
4089,0
4090,0
4091,1
4092,1
4093,1
4094,1
4095,1
4096,1
4097,1
4098,1
4099,1
4100,0
4101,1
4102,1
4103,1
4104,1
4105,1
4106,0
4107,1
4108,1
4109,1
4110,1
4111,1
4112,1
4113,1
4114,1
4115,0
4116,0
4117,0
4118,0
4119,0
4120,0
4121,0
4122,1
4123,0
4124,0
4125,1
4126,0
4127,0
4128,0
4129,0
4130,0
4131,1
4132,1
4133,1
4134,1
4135,0
4136,1
4137,1
4138,1
4139,1
4140,0
4141,1
4142,0
4143,1
4144,1
4145,0
4146,1
4147,1
4148,0
4149,1
4150,0
4151,1
4152,0
4153,0
4154,1
4155,1
4156,1
4157,1
4158,1
4159,0
4160,0
4161,1
4162,1
4163,1
4164,1
4165,0
4166,1
4167,0
4168,0
4169,1
4170,0
4171,0
4172,1
4173,0
4174,0
4175,1
4176,0
4177,0
4178,0
4179,0
4180,1
4181,1
4182,0
4183,1
4184,0
4185,0
4186,1
4187,1
4188,1
4189,1
4190,1
4191,1
4192,1
4193,0
4194,1
4195,0
4196,1
4197,0
4198,0
4199,1
4200,0
4201,1
4202,0
4203,1
4204,1
4205,0
4206,1
4207,1
4208,1
4209,0
4210,0
4211,1
4212,1
4213,0
4214,1
4215,1
4216,0
4217,0
4218,0
4219,1
4220,1
4221,0
4222,1
4223,0
4224,1
4225,0
4226,0
4227,0
4228,0
4229,1
4230,0
4231,1
4232,0
4233,0
4234,1
4235,0
4236,1
4237,0
4238,0
4239,1
4240,1
4241,0
4242,0
4243,0
4244,1
4245,0
4246,0
4247,1
4248,0
4249,0
4250,1
4251,1
4252,1
4253,0
4254,1
4255,1
4256,1
4257,0
4258,0
4259,1
4260,1
4261,0
4262,1
4263,1
4264,1
4265,0
4266,0
4267,1
4268,1
4269,0
4270,0
4271,0
4272,0
4273,0
4274,0
4275,1
4276,1
4277,1
4278,1
4279,1
4280,0
4281,0
4282,1
4283,0
4284,1
4285,1
4286,1
4287,1
4288,1
4289,0
4290,1
4291,1
4292,1
4293,0
4294,1
4295,1
4296,0
4297,0
4298,0
4299,1
4300,1
4301,1
4302,1
4303,0
4304,1
4305,0
4306,0
4307,1
4308,1
4309,0
4310,1
4311,0
4312,0
4313,1
4314,0
4315,0
4316,1
4317,1
4318,1
4319,0
4320,1
4321,1
4322,1
4323,0
4324,0
4325,0
4326,0
4327,1
4328,1
4329,1
4330,0
4331,1
4332,1
4333,0
4334,1
4335,1
4336,0
4337,1
4338,0
4339,1
4340,0
4341,1
4342,1
4343,1
4344,1
4345,1
4346,1
4347,1
4348,1
4349,0
4350,1
4351,1
4352,1
4353,1
4354,0
4355,1
4356,1
4357,1
4358,0
4359,1
4360,0
4361,1
4362,1
4363,0
4364,1
4365,0
4366,1
4367,1
4368,0
4369,1
4370,1
4371,0
4372,1
4373,1
4374,1
4375,0
4376,1
4377,0
4378,0
4379,1
4380,1
4381,1
4382,0
4383,0
4384,1
4385,1
4386,1
4387,1
4388,0
4389,1
4390,1
4391,0
4392,1
4393,1
4394,1
4395,1
4396,0
4397,0
4398,0
4399,0
4400,1
4401,1
4402,0
4403,1
4404,0
4405,0
4406,0
4407,0
4408,0
4409,1
4410,1
4411,1
4412,0
4413,1
4414,1
4415,1
4416,0
4417,1
4418,0
4419,0
4420,1
4421,1
4422,0
4423,1
4424,1
4425,1
4426,1
4427,0
4428,0
4429,0
4430,1
4431,0
4432,1
4433,0
4434,1
4435,1
4436,0
4437,1
4438,1
4439,0
4440,1
4441,0
4442,0
4443,0
4444,0
4445,0
4446,0
4447,0
4448,1
4449,1
4450,1
4451,1
4452,0
4453,0
4454,1
4455,0
4456,0
4457,0
4458,1
4459,0
4460,1
4461,0
4462,0
4463,0
4464,0
4465,1
4466,0
4467,1
4468,1
4469,0
4470,1
4471,1
4472,1
4473,1
4474,0
4475,0
4476,1
4477,1
4478,0
4479,1
4480,1
4481,0
4482,1
4483,1
4484,0
4485,0
4486,0
4487,0
4488,1
4489,1
4490,1
4491,0
4492,1
4493,0
4494,1
4495,0
4496,1
4497,0
4498,0
4499,1
4500,0
4501,0
4502,1
4503,1
4504,1
4505,1
4506,0
4507,1
4508,0
4509,0
4510,1
4511,0
4512,1
4513,0
4514,0
4515,0
4516,1
4517,1
4518,1
4519,1
4520,1
4521,0
4522,0
4523,1
4524,1
4525,1
4526,1
4527,1
4528,1
4529,0
4530,0
4531,0
4532,0
4533,1
4534,0
4535,1
4536,1
4537,0
4538,1
4539,0
4540,0
4541,1
4542,1
4543,1
4544,1
4545,1
4546,0
4547,1
4548,1
4549,0
4550,1
4551,1
4552,0
4553,1
4554,0
4555,0
4556,0
4557,1
4558,1
4559,1
4560,1
4561,0
4562,0
4563,1
4564,0
4565,0
4566,0
4567,0
4568,1
4569,1
4570,1
4571,1
4572,1
4573,0
4574,0
4575,1
4576,1
4577,0
4578,0
4579,0
4580,0
4581,0
4582,0
4583,1
4584,0
4585,0
4586,0
4587,1
4588,0
4589,0
4590,1
4591,1
4592,1
4593,1
4594,0
4595,1
4596,0
4597,0
4598,0
4599,0
4600,1
4601,0
4602,1
4603,1
4604,0
4605,1
4606,1
4607,1
4608,0
4609,0
4610,1
4611,1
4612,1
4613,0
4614,1
4615,0
4616,0
4617,1
4618,0
4619,1
4620,1
4621,1
4622,1
4623,0
4624,0
4625,1
4626,1
4627,0
4628,1
4629,1
4630,1
4631,0
4632,1
4633,0
4634,0
4635,1
4636,1
4637,1
4638,1
4639,1
4640,0
4641,1
4642,0
4643,1
4644,0
4645,0
4646,1
4647,0
4648,0
4649,1
4650,1
4651,0
4652,1
4653,1
4654,1
4655,0
4656,0
4657,1
4658,1
4659,1
4660,1
4661,1
4662,0
4663,0
4664,1
4665,0
4666,0
4667,0
4668,0
4669,0
4670,0
4671,0
4672,0
4673,1
4674,0
4675,0
4676,1
4677,1
4678,0
4679,1
4680,0
4681,1
4682,0
4683,0
4684,1
4685,1
4686,1
4687,1
4688,0
4689,0
4690,1
4691,0
4692,0
4693,1
4694,1
4695,1
4696,1
4697,1
4698,0
4699,0
4700,1
4701,0
4702,0
4703,0
4704,0
4705,0
4706,0
4707,0
4708,1
4709,1
4710,1
4711,0
4712,0
4713,1
4714,0
4715,0
4716,0
4717,0
4718,1
4719,0
4720,1
4721,0
4722,1
4723,1
4724,0
4725,1
4726,0
4727,1
4728,0
4729,0
4730,1
4731,1
4732,0
4733,0
4734,1
4735,1
4736,1
4737,1
4738,0
4739,0
4740,0
4741,1
4742,0
4743,1
4744,0
4745,1
4746,1
4747,0
4748,1
4749,0
4750,0
4751,1
4752,0
4753,1
4754,0
4755,1
4756,1
4757,1
4758,1
4759,1
4760,0
4761,1
4762,1
4763,0
4764,0
4765,0
4766,0
4767,1
4768,0
4769,0
4770,0
4771,1
4772,1
4773,1
4774,0
4775,1
4776,1
4777,0
4778,0
4779,1
4780,0
4781,0
4782,1
4783,1
4784,1
4785,0
4786,1
4787,0
4788,1
4789,0
4790,1
4791,0
4792,1
4793,0
4794,1
4795,0
4796,0
4797,1
4798,1
4799,0
4800,1
4801,0
4802,1
4803,1
4804,0
4805,0
4806,1
4807,1
4808,1
4809,0
4810,1
4811,0
4812,0
4813,1
4814,0
4815,1
4816,0
4817,1
4818,1
4819,1
4820,1
4821,0
4822,1
4823,1
4824,1
4825,1
4826,0
4827,1
4828,1
4829,1
4830,0
4831,0
4832,0
4833,0
4834,0
4835,1
4836,0
4837,1
4838,1
4839,0
4840,1
4841,0
4842,0
4843,1
4844,1
4845,0
4846,1
4847,0
4848,1
4849,0
4850,0
4851,0
4852,1
4853,1
4854,0
4855,0
4856,0
4857,0
4858,1
4859,0
4860,0
4861,1
4862,0
4863,1
4864,1
4865,0
4866,1
4867,0
4868,0
4869,1
4870,1
4871,1
4872,1
4873,0
4874,1
4875,0
4876,0
4877,0
4878,1
4879,0
4880,1
4881,0
4882,0
4883,1
4884,0
4885,0
4886,0
4887,1
4888,1
4889,0
4890,1
4891,0
4892,0
4893,1
4894,1
4895,1
4896,1
4897,1
4898,1
4899,0
4900,1
4901,1
4902,1
4903,0
4904,1
4905,0
4906,1
4907,0
4908,0
4909,0
4910,0
4911,0
4912,0
4913,0
4914,1
4915,1
4916,1
4917,1
4918,1
4919,0
4920,1
4921,1
4922,1
4923,1
4924,0
4925,1
4926,1
4927,1
4928,0
4929,1
4930,1
4931,1
4932,0
4933,0
4934,0
4935,1
4936,1
4937,1
4938,1
4939,1
4940,0
4941,0
4942,1
4943,1
4944,1
4945,1
4946,1
4947,0
4948,1
4949,0
4950,0
4951,1
4952,1
4953,0
4954,0
4955,1
4956,0
4957,0
4958,0
4959,1
4960,0
4961,1
4962,1
4963,1
4964,0
4965,0
4966,1
4967,0
4968,0
4969,1
4970,0
4971,1
4972,1
4973,0
4974,0
4975,1
4976,1
4977,1
4978,1
4979,1
4980,0
4981,0
4982,1
4983,1
4984,1
4985,1
4986,0
4987,0
4988,0
4989,1
4990,0
4991,1
4992,1
4993,0
4994,0
4995,1
4996,0
4997,0
4998,1
4999,0
5000,1
5001,0
5002,1
5003,1
5004,1
5005,0
5006,1
5007,1
5008,0
5009,1
5010,0
5011,1
5012,1
5013,1
5014,1
5015,1
5016,1
5017,1
5018,0
5019,0
5020,1
5021,0
5022,1
5023,0
5024,0
5025,0
5026,0
5027,1
5028,1
5029,1
5030,1
5031,1
5032,1
5033,1
5034,0
5035,1
5036,0
5037,0
5038,0
5039,1
5040,1
5041,0
5042,0
5043,0
5044,1
5045,0
5046,1
5047,0
5048,1
5049,0
5050,1
5051,0
5052,1
5053,0
5054,1
5055,1
5056,1
5057,0
5058,1
5059,0
5060,1
5061,0
5062,0
5063,0
5064,1
5065,1
5066,0
5067,0
5068,0
5069,0
5070,0
5071,0
5072,1
5073,1
5074,1
5075,0
5076,1
5077,1
5078,1
5079,1
5080,0
5081,1
5082,0
5083,0
5084,1
5085,1
5086,1
5087,0
5088,1
5089,0
5090,1
5091,1
5092,0
5093,1
5094,0
5095,0
5096,0
5097,0
5098,1
5099,1
5100,0
5101,1
5102,0
5103,0
5104,1
5105,0
5106,1
5107,1
5108,0
5109,0
5110,1
5111,1
5112,0
5113,1
5114,0
5115,0
5116,0
5117,0
5118,1
5119,1
5120,0
5121,0
5122,0
5123,1
5124,1
5125,1
5126,1
5127,0
5128,0
5129,0
5130,0
5131,0
5132,1
5133,1
5134,0
5135,1
5136,0
5137,1
5138,0
5139,0
5140,1
5141,1
5142,1
5143,1
5144,0
5145,1
5146,0
5147,0
5148,0
5149,0
5150,0
5151,1
5152,0
5153,0
5154,1
5155,1
5156,1
5157,1
5158,0
5159,0
5160,1
5161,1
5162,0
5163,1
5164,1
5165,1
5166,1
5167,0
5168,1
5169,1
5170,1
5171,1
5172,1
5173,0
5174,1
5175,1
5176,0
5177,0
5178,0
5179,0
5180,0
5181,1
5182,0
5183,1
5184,1
5185,1
5186,1
5187,1
5188,1
5189,0
5190,0
5191,1
5192,1
5193,0
5194,0
5195,0
5196,1
5197,1
5198,1
5199,0
5200,1
5201,1
5202,1
5203,0
5204,1
5205,0
5206,0
5207,0
5208,1
5209,1
5210,1
5211,0
5212,1
5213,1
5214,1
5215,1
5216,1
5217,1
5218,1
5219,1
5220,0
5221,1
5222,0
5223,0
5224,1
5225,0
5226,0
5227,0
5228,1
5229,1
5230,1
5231,0
5232,0
5233,0
5234,1
5235,0
5236,1
5237,0
5238,0
5239,1
5240,0
5241,1
5242,0
5243,0
5244,1
5245,1
5246,1
5247,1
5248,0
5249,0
5250,1
5251,1
5252,1
5253,1
5254,0
5255,1
5256,0
5257,1
5258,1
5259,1
5260,1
5261,0
5262,0
5263,0
5264,0
5265,0
5266,1
5267,1
5268,0
5269,0
5270,0
5271,1
5272,0
5273,0
5274,1
5275,0
5276,1
5277,1
5278,1
5279,1
5280,1
5281,0
5282,0
5283,1
5284,0
5285,0
5286,1
5287,0
5288,0
5289,0
5290,1
5291,0
5292,1
5293,1
5294,1
5295,1
5296,1
5297,0
5298,1
5299,1
5300,0
5301,0
5302,1
5303,0
5304,1
5305,0
5306,1
5307,1
5308,0
5309,1
5310,0
5311,0
5312,1
5313,0
5314,1
5315,1
5316,1
5317,1
5318,1
5319,0
5320,0
5321,1
5322,1
5323,1
5324,0
5325,1
5326,0
5327,0
5328,1
5329,0
5330,0
5331,0
5332,1
5333,0
5334,0
5335,0
5336,0
5337,1
5338,0
5339,1
5340,1
5341,1
5342,1
5343,1
5344,0
5345,1
5346,0
5347,1
5348,0
5349,0
5350,0
5351,0
5352,0
5353,1
5354,0
5355,1
5356,0
5357,1
5358,0
5359,1
5360,0
5361,0
5362,0
5363,1
5364,0
5365,1
5366,0
5367,0
5368,0
5369,1
5370,0
5371,1
5372,0
5373,1
5374,0
5375,0
5376,1
5377,0
5378,1
5379,0
5380,1
5381,0
5382,1
5383,1
5384,0
5385,0
5386,1
5387,0
5388,1
5389,0
5390,1
5391,1
5392,1
5393,1
5394,0
5395,1
5396,0
5397,1
5398,1
5399,1
5400,1
5401,1
5402,1
5403,0
5404,1
5405,1
5406,0
5407,0
5408,1
5409,1
5410,1
5411,0
5412,0
5413,1
5414,1
5415,1
5416,1
5417,1
5418,0
5419,0
5420,0
5421,0
5422,1
5423,0
5424,1
5425,0
5426,1
5427,0
5428,1
5429,0
5430,0
5431,1
5432,0
5433,0
5434,1
5435,1
5436,1
5437,1
5438,1
5439,0
5440,0
5441,0
5442,1
5443,1
5444,0
5445,1
5446,0
5447,1
5448,1
5449,0
5450,0
5451,0
5452,0
5453,1
5454,1
5455,1
5456,0
5457,1
5458,0
5459,1
5460,1
5461,0
5462,0
5463,1
5464,1
5465,1
5466,0
5467,0
5468,1
5469,1
5470,1
5471,1
5472,1
5473,0
5474,0
5475,0
5476,0
5477,1
5478,0
5479,1
5480,1
5481,0
5482,0
5483,1
5484,1
5485,1
5486,0
5487,1
5488,0
5489,1
5490,1
5491,1
5492,0
5493,1
5494,1
5495,1
5496,1
5497,1
5498,1
5499,0
5500,1
5501,1
5502,1
5503,1
5504,1
5505,0
5506,0
5507,1
5508,1
5509,1
5510,1
5511,1
5512,0
5513,1
5514,1
5515,1
5516,1
5517,0
5518,0
5519,0
5520,0
5521,0
5522,1
5523,0
5524,1
5525,0
5526,0
5527,1
5528,0
5529,1
5530,1
5531,1
5532,0
5533,1
5534,1
5535,1
5536,1
5537,0
5538,1
5539,1
5540,1
5541,1
5542,1
5543,1
5544,0
5545,1
5546,1
5547,0
5548,1
5549,1
5550,0
5551,0
5552,0
5553,1
5554,1
5555,0
5556,1
5557,0
5558,0
5559,1
5560,1
5561,1
5562,1
5563,0
5564,0
5565,0
5566,1
5567,0
5568,1
5569,0
5570,1
5571,0
5572,0
5573,0
5574,1
5575,1
5576,0
5577,1
5578,0
5579,1
5580,1
5581,1
5582,0
5583,0
5584,1
5585,1
5586,0
5587,1
5588,1
5589,1
5590,1
5591,1
5592,0
5593,0
5594,1
5595,1
5596,0
5597,1
5598,1
5599,1
5600,1
5601,1
5602,1
5603,1
5604,1
5605,0
5606,1
5607,1
5608,0
5609,1
5610,0
5611,1
5612,0
5613,1
5614,1
5615,0
5616,0
5617,1
5618,1
5619,1
5620,1
5621,0
5622,1
5623,0
5624,0
5625,1
5626,0
5627,1
5628,0
5629,0
5630,0
5631,1
5632,1
5633,1
5634,0
5635,1
5636,1
5637,0
5638,1
5639,1
5640,1
5641,0
5642,1
5643,1
5644,1
5645,1
5646,1
5647,1
5648,0
5649,0
5650,1
5651,1
5652,0
5653,0
5654,1
5655,0
5656,1
5657,0
5658,1
5659,1
5660,0
5661,0
5662,1
5663,0
5664,1
5665,1
5666,0
5667,1
5668,0
5669,0
5670,1
5671,1
5672,1
5673,0
5674,0
5675,1
5676,1
5677,0
5678,0
5679,1
5680,0
5681,0
5682,0
5683,1
5684,1
5685,0
5686,0
5687,0
5688,0
5689,0
5690,0
5691,0
5692,1
5693,0
5694,0
5695,1
5696,1
5697,1
5698,1
5699,1
5700,0
5701,0
5702,0
5703,1
5704,1
5705,0
5706,1
5707,1
5708,1
5709,1
5710,0
5711,0
5712,0
5713,1
5714,1
5715,0
5716,0
5717,1
5718,1
5719,1
5720,1
5721,1
5722,1
5723,0
5724,0
5725,1
5726,1
5727,0
5728,1
5729,1
5730,1
5731,0
5732,1
5733,0
5734,1
5735,0
5736,0
5737,1
5738,1
5739,1
5740,0
5741,1
5742,0
5743,0
5744,1
5745,0
5746,1
5747,0
5748,1
5749,1
5750,1
5751,0
5752,0
5753,1
5754,0
5755,0
5756,0
5757,1
5758,0
5759,1
5760,0
5761,0
5762,0
5763,1
5764,0
5765,0
5766,1
5767,1
5768,1
5769,0
5770,1
5771,0
5772,1
5773,0
5774,1
5775,0
5776,1
5777,0
5778,0
5779,0
5780,1
5781,0
5782,0
5783,1
5784,1
5785,0
5786,0
5787,1
5788,1
5789,0
5790,1
5791,1
5792,0
5793,1
5794,1
5795,0
5796,0
